problem,golden_answer,language
在信号处理中，带通滤波器的共同目的是什么？,带通滤波器通常用于允许特定频率范围内的信号通过，同时衰减该范围外的信号。,Chinese
"In Python, what will be the output of accessing a set element directly using an index like set_instance[0]?",TypeError will be raised because sets do not support indexing.,English
"In Python 3, what is the default behavior when attempting to read a file that doesn't exist using the open function in 'r' mode?",FileNotFoundError is raised.,English
fliplr函数在MATLAB中的作用是什么？,fliplr函数将矩阵的元素从左向右翻转。,Chinese
"В C #, как реализовать метод по умолчанию в определении интерфейса?","В современном C #, начиная с версии 8.0, метод интерфейса по умолчанию может быть реализован непосредственно в интерфейсе с использованием ключевого слова « default».",Russian
"Какой оператор может быть перезагружен в C + +, чтобы обеспечить доступ к аналогичному массиву для класса?",Оператор курсора ниже [].,Russian
Which tool is required to run npx create-react-app for setting up a React project?,Node.js and npm (Node Package Manager).,English
What is the URL to access a React app after starting it with npm start?,http://localhost:3000,English
在用HLSL编写的着色器中，如何修改像素的透明度？,通过调整像素颜色值的alpha通道来修改透明度，该颜色值在着色器代码中由'o.a=[value]表示。,Chinese
"In Python's PuLP library, what class is used to define a linear programming problem?",LpProblem.,English
В Three.js какой метод используется для добавления новой геометрии в сцену?,Метод scene.add () используется для добавления новых геометрических тел в сценарии Three.js.,Russian
PayPal API的请求和响应使用什么字符编码格式？,UTF-8,Chinese
通常使用什么设计模式将请求封装为对象，从而允许用队列、请求和操作对客户端进行参数化？,命令模式。,Chinese
What does the 'datetime.utcnow()' function return in Python’s datetime module?,It returns the current UTC date and time as a naive datetime object.,English
在Linux的`date`命令中，如何以年-月-日格式显示当前日期？,使用格式“%Y-%m-%d”。,Chinese
在Python中，使用哪个内置函数将文本输出到控制台？,print（）,Chinese
Какая функция в библиотеке Pandas используется в Python для чтения файлов с разделением запятых (CSV) в DataFrame?,read csv ().,Russian
Какой модуль необходимо импортировать в Python для использования свойств stderr?,"Модуль ""Sys"".",Russian
Matplotlib中的哪个模块可用于管理和注册字体，允许支持特定的字体文件，如“simsun.ttf”？,matplotlib.font_manager。,Chinese
"In RISC-V assembly language, what pseudo-instruction is used to load an address into a register?",la (load address).,English
"In RISC-V integer multiplication, which instruction is used to multiply two registers?",mul (multiplication).,English
What is the default method of the <form> element in HTML if the method attribute is not specified?,GET.,English
"In RISC-V code, what is the purpose of the 'beq' instruction?",The 'beq' instruction is used to branch if two registers are equal.,English
"In HTML5, which element is used to define important text that stands out?",<strong>.,English
Какова команда включения версии 3.7.1 библиотеки GSAP в HTML - файл?,"< Сценарий SRC = "" https://cdnjs.cloudflare.com/ajax/libs/gsap/3.7.1/gsap.min.js ""> < / script >",Russian
深度优先搜索（DFS）算法，通常使用哪种数据结构来跟踪需要访问的节点？,堆栈。,Chinese
